host,provider,role,region,model,currency,unit,price_low,price_high,value_basis,value_published,rate_hourly_usd,normalization_basis,hours_per_month_used,hours_source,confidence_tier,strict_pass,dual_agreement,verify_verdict,verify_reasons,scope_verdict,country,country_source,evidence_quote,evidence_page,source_url,capture_date
yanivgoldenberg.com,Yaniv Goldenberg,CMO,US,Monthly,USD,per_month,20000,20000,published,20000,615.38,published(20000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 615.38 USD/h,32.5,default,medium,true,single,REJECT,not_own_price,include,,,Good fit ✓ B2B SaaS post-PMF spending $20K+ per month on paid with no clean attribution,https://yanivgoldenberg.com/pricing/,https://yanivgoldenberg.com/fractional-cmo-cost/,2026-09-01
coofractional.com,COO Fractional (Niklas Lindahl),COO,EU,Day,EUR,per_day,1800,,published,1800,261.34,published(1800) EUR | per_day / 8h (declared 8-hour day) | FX EUR 1.1615 USD @2026-09-03 | = 261.34 USD/h,,,low,false,disagree:2offers,REJECT,not_own_price,include,,,"€1,800 / day",https://coofractional.com/cost,https://coofractional.com/cost,2026-08-31
theedwardspractice.com,The Edwards Practice,COO,UK,Monthly,GBP,per_month,4000,,published,4000,166.12,published(4000) GBP | per_month / 32.5h (default: no hours published) | FX GBP 1.349718203474522107954215327 USD @2026-09-03 | = 166.12 USD/h,32.5,default,high,true,agree,PASS,,include,,,"From £4,000/month || Most engagements settle at £4,000-£8,000/month",https://www.theedwardspractice.com/services/fractional-coo,https://www.theedwardspractice.com/resources/fractional-coo-cost-uk,2026-09-01
theedwardspractice.com,The Edwards Practice,COO,UK,Monthly,GBP,per_month,1500,,published,1500,62.29,published(1500) GBP | per_month / 32.5h (default: no hours published) | FX GBP 1.349718203474522107954215327 USD @2026-09-03 | = 62.29 USD/h,32.5,default,high,true,agree,PASS,,include,,,"From £1,500/month || Most settle at £1,500-£2,500/month",https://www.theedwardspractice.com/services/strategic-adviser,https://www.theedwardspractice.com/resources/fractional-coo-cost-uk,2026-09-01
cjoyconsulting.com,"CJoy Consulting, LLC",COO,US,Hourly,USD,per_hour,150,,published,150,150.00,published(150) USD | per_hour as captured | FX USD 1 USD @2026-09-03 | = 150.00 USD/h,,,medium,false,agree,REJECT,not_own_price,include,,,$150/hour,https://cjoyconsulting.com/services,https://cjoyconsulting.com/,2026-08-31
mapadvisors.biz,MAP Advisors,COO,US,Hourly,USD,per_hour,499,,published,499,499.00,published(499) USD | per_hour as captured | FX USD 1 USD @2026-09-03 | = 499.00 USD/h,,,medium,false,agree,REJECT,not_own_price,include,,,1 hr 499 US dollars,https://www.mapadvisors.biz/services,https://mapadvisors.biz/outsourcedcoo,2026-09-01
oakceo.com,Oak CEO,COO,US,Hourly,USD,per_hour,200,500,midpoint,350,350.00,"midpoint(200,500)=350 USD | per_hour as captured | FX USD 1 USD @2026-09-03 | = 350.00 USD/h",,,high,true,agree,PASS,,include,,,Most fractional CEOs charge hourly rates in the range of $200 to $500 per hour,https://oakceo.com/,https://oakceo.com/,2026-09-01
theboutiquecoo.com,The Boutique COO,COO,US,Hourly,USD,per_hour,100,,published,100,100.00,published(100) USD | per_hour as captured | FX USD 1 USD @2026-09-03 | = 100.00 USD/h,,,high,true,agree,PASS,,include,,,$100/hour,https://www.theboutiquecoo.com/fractional-coo,https://www.theboutiquecoo.com/fractional-coo,2026-09-01
theboutiquecoo.com,The Boutique COO,COO,US,Hourly,USD,per_hour,250,,published,250,250.00,published(250) USD | per_hour as captured | FX USD 1 USD @2026-09-03 | = 250.00 USD/h,,,high,true,agree,PASS,,include,,,$250/hour,https://www.theboutiquecoo.com/services,https://www.theboutiquecoo.com/fractional-coo,2026-09-01
theboutiquecoo.com,The Boutique COO,COO,US,Hourly,USD,per_hour,150,,published,150,150.00,published(150) USD | per_hour as captured | FX USD 1 USD @2026-09-03 | = 150.00 USD/h,,,high,true,agree,PASS,,include,,,$150/hour,https://www.theboutiquecoo.com/services,https://www.theboutiquecoo.com/fractional-coo,2026-09-01
theboutiquecoo.com,The Boutique COO,COO,US,Hourly,USD,per_hour,35,,published,35,35.00,published(35) USD | per_hour as captured | FX USD 1 USD @2026-09-03 | = 35.00 USD/h,,,high,true,agree,PASS,,include,,,$35/hour,https://www.theboutiquecoo.com/services,https://www.theboutiquecoo.com/fractional-coo,2026-09-01
theboutiquecoo.com,The Boutique COO,COO,US,Hourly,USD,per_hour,50,,published,50,50.00,published(50) USD | per_hour as captured | FX USD 1 USD @2026-09-03 | = 50.00 USD/h,,,high,true,agree,PASS,,include,,,$50/hour,https://www.theboutiquecoo.com/services,https://www.theboutiquecoo.com/fractional-coo,2026-09-01
bravocpg.com,Bravo CPG,COO,US,Monthly,USD,per_month,1650,,published,1650,50.77,published(1650) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 50.77 USD/h,32.5,default,high,true,agree,PASS,,include,,,"Pricing We offer simple monthly pricing starting at $1,650/mo",https://www.bravocpg.com/pricing,https://www.bravocpg.com/pricing,2026-08-31
fractionalops.com,Fractional Ops Global,COO,US,Monthly,USD,per_month,4000,,published,4000,123.08,published(4000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 123.08 USD/h,32.5,default,low,false,disagree:6offers,REJECT,not_own_price,include,,,"$4,000 /mo",https://fractionalops.com/monthly,https://fractionalops.com/monthly,2026-09-01
fractionalops.com,Fractional Ops Global,COO,US,Monthly,USD,per_month,9600,,published,9600,295.38,published(9600) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 295.38 USD/h,32.5,default,low,false,disagree:6offers,REJECT,not_own_price,include,,,"$9,600 /mo",https://fractionalops.com/monthly,https://fractionalops.com/monthly,2026-09-01
fractionalops.com,Fractional Ops Global,COO,US,Monthly,USD,per_month,20000,,published,20000,615.38,published(20000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 615.38 USD/h,32.5,default,low,false,disagree:6offers,REJECT,not_own_price,include,,,"$20,000 /mo",https://fractionalops.com/monthly,https://fractionalops.com/monthly,2026-09-01
kore1.com,KORE1,COO,US,Monthly,USD,per_month,7000,15000,midpoint,11000,338.46,"midpoint(7000,15000)=11000 USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 338.46 USD/h",32.5,default,medium,false,agree,REJECT,not_own_price,include,,,$7K-$15K/mo,https://www.kore1.com/fractional-coo-services-2026/,https://www.kore1.com/fractional-coo-services-2026/,2026-09-01
kore1.com,KORE1,COO,US,Monthly,USD,per_month,18000,25000,midpoint,21500,248.08,"midpoint(18000,25000)=21500 USD | per_month / 86.67h (declared: declared:hours_per_week 15-25 midpoint 20) | FX USD 1 USD @2026-09-03 | = 248.08 USD/h",86.67,declared,high,true,agree,PASS,,include,,,$18K to $25K monthly,https://www.kore1.com/fractional-coo-services-2026/,https://www.kore1.com/fractional-coo-services-2026/,2026-09-01
like-sunday.com,Like Sunday,COO,US,Monthly,USD,per_month,500,,published,500,15.38,published(500) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 15.38 USD/h,32.5,default,medium,false,agree,REJECT,not_own_price,include,,,Founder's Program $500/month,https://www.like-sunday.com/services,https://www.like-sunday.com/services,2026-09-01
ljbops.com,LJBOps,COO,US,Monthly,USD,per_month,500,1000,midpoint,750,23.08,"midpoint(500,1000)=750 USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 23.08 USD/h",32.5,default,high,true,agree,PASS,,include,,,"$500-$1,000/month",https://www.ljbops.com/services,https://www.ljbops.com/,2026-09-02
ljbops.com,LJBOps,COO,US,Monthly,USD,per_month,1000,3000,midpoint,2000,61.54,"midpoint(1000,3000)=2000 USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 61.54 USD/h",32.5,default,high,true,agree,PASS,,include,,,"$1,000-$3,000/month",https://www.ljbops.com/services,https://www.ljbops.com/,2026-09-02
raebusinessmanagement.com,Rae Business Management,COO,US,Monthly,USD,per_month,2000,,published,2000,61.54,published(2000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 61.54 USD/h,32.5,default,high,true,agree,PASS,,include,,,"$2,000 a month",https://www.raebusinessmanagement.com/services,https://www.raebusinessmanagement.com/blog/fractional-coo-rates,2026-09-01
raebusinessmanagement.com,Rae Business Management,COO,US,Monthly,USD,per_month,2750,,published,2750,84.62,published(2750) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 84.62 USD/h,32.5,default,high,true,agree,PASS,,include,,,"$2,750 /month",https://www.raebusinessmanagement.com/services,https://www.raebusinessmanagement.com/blog/fractional-coo-rates,2026-09-01
raebusinessmanagement.com,Rae Business Management,COO,US,Monthly,USD,per_month,3000,,published,3000,92.31,published(3000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 92.31 USD/h,32.5,default,high,true,agree,PASS,,include,,,"$3,000 /month",https://www.raebusinessmanagement.com/services,https://www.raebusinessmanagement.com/blog/fractional-coo-rates,2026-09-01
raebusinessmanagement.com,Rae Business Management,COO,US,Monthly,USD,per_month,4500,,published,4500,138.46,published(4500) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 138.46 USD/h,32.5,default,high,true,agree,PASS,,include,,,"$4,500 /month",https://www.raebusinessmanagement.com/services,https://www.raebusinessmanagement.com/blog/fractional-coo-rates,2026-09-01
rockmanconsulting.net,Rockman Consulting,COO,US,Monthly,USD,per_month,10000,,published,10000,307.69,published(10000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 307.69 USD/h,32.5,default,high,true,agree,PASS,,include,,,"$10,000 monthly",https://rockmanconsulting.net/,https://rockmanconsulting.net/,2026-09-01
rockmanconsulting.net,Rockman Consulting,COO,US,Monthly,USD,per_month,17000,,published,17000,523.08,published(17000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 523.08 USD/h,32.5,default,high,true,agree,PASS,,include,,,"$17,000 monthly",https://rockmanconsulting.net/,https://rockmanconsulting.net/,2026-09-01
rockmanconsulting.net,Rockman Consulting,COO,US,Monthly,USD,per_month,4000,,published,4000,123.08,published(4000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 123.08 USD/h,32.5,default,high,true,agree,PASS,,include,,,"$4,000 monthly",https://rockmanconsulting.net/,https://rockmanconsulting.net/,2026-09-01
rockmanconsulting.net,Rockman Consulting,COO,US,Monthly,USD,per_month,11000,,published,11000,338.46,published(11000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 338.46 USD/h,32.5,default,high,true,agree,PASS,,include,,,"$11,000 monthly",https://rockmanconsulting.net/,https://rockmanconsulting.net/,2026-09-01
rockmanconsulting.net,Rockman Consulting,COO,US,Monthly,USD,per_month,12000,,published,12000,369.23,published(12000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 369.23 USD/h,32.5,default,high,true,agree,PASS,,include,,,"$12,000 monthly",https://rockmanconsulting.net/,https://rockmanconsulting.net/,2026-09-01
solunapartners.com,Soluna Partners,COO,US,Monthly,USD,per_month,2000,,published,2000,160.00,published(2000) USD | per_month / 12.5h (declared: declared:hours_per_month 10-15 midpoint 12.5) | FX USD 1 USD @2026-09-03 | = 160.00 USD/h,12.5,declared,high,true,agree,PASS,,include,,,$ 2k /month,https://solunapartners.com/pricing,https://solunapartners.com/pricing,2026-09-01
solunapartners.com,Soluna Partners,COO,US,Monthly,USD,per_month,5000,,published,5000,153.85,published(5000) USD | per_month / 32.5h (declared: declared:hours_per_month 25-40 midpoint 32.5) | FX USD 1 USD @2026-09-03 | = 153.85 USD/h,32.5,declared,high,true,agree,PASS,,include,,,$ 5k /month,https://solunapartners.com/pricing,https://solunapartners.com/pricing,2026-09-01
solunapartners.com,Soluna Partners,COO,US,Monthly,USD,per_month,10000,,published,10000,166.67,published(10000) USD | per_month / 60h (declared: declared:hours_per_month 50-70 midpoint 60) | FX USD 1 USD @2026-09-03 | = 166.67 USD/h,60,declared,high,true,agree,PASS,,include,,,$ 10k /month,https://solunapartners.com/pricing,https://solunapartners.com/pricing,2026-09-01
remotecpo.com,RemoteCPO,CPO,EU,Monthly,EUR,per_month,1200,,published,1200,42.89,published(1200) EUR | per_month / 32.5h (default: no hours published) | FX EUR 1.1615 USD @2026-09-03 | = 42.89 USD/h,32.5,default,medium,false,agree,REJECT,not_own_price,include,,,"€1,200/month",https://www.remotecpo.com/,https://www.remotecpo.com/,2026-09-01
fractional.quest,Fractional Quest,CPO,UK,Day,GBP,per_day,1350,,published,1350,227.76,published(1350) GBP | per_day / 8h (declared 8-hour day) | FX GBP 1.349718203474522107954215327 USD @2026-09-03 | = 227.76 USD/h,,,high,true,agree,PASS,,include,,,"£1,350 median day rate",https://fractional.quest/fractional-cpo-jobs-uk,https://fractional.quest/fractional-cpo-jobs-uk,2026-09-01
rossboardman.com,Ross Boardman,CPO,UK,Day,GBP,per_day,2000,,published,2000,337.43,published(2000) GBP | per_day / 8h (declared 8-hour day) | FX GBP 1.349718203474522107954215327 USD @2026-09-03 | = 337.43 USD/h,,,high,true,agree,PASS,,include,,,"£2,000/day",https://www.rossboardman.com/pricing,https://www.rossboardman.com/pricing,2026-09-01
rossboardman.com,Ross Boardman,CPO,UK,Monthly,GBP,per_month,6000,,published,6000,249.18,published(6000) GBP | per_month / 32.5h (default: no hours published) | FX GBP 1.349718203474522107954215327 USD @2026-09-03 | = 249.18 USD/h,32.5,default,high,true,agree,PASS,,include,,,"£6,000/month",https://www.rossboardman.com/pricing,https://www.rossboardman.com/pricing,2026-09-01
rossboardman.com,Ross Boardman,CPO,UK,Monthly,GBP,per_month,12000,,published,12000,498.36,published(12000) GBP | per_month / 32.5h (default: no hours published) | FX GBP 1.349718203474522107954215327 USD @2026-09-03 | = 498.36 USD/h,32.5,default,high,true,agree,PASS,,include,,,"£12,000/month",https://www.rossboardman.com/pricing,https://www.rossboardman.com/pricing,2026-09-01
rossboardman.com,Ross Boardman,CPO,UK,Monthly,GBP,per_month,18000,,published,18000,747.54,published(18000) GBP | per_month / 32.5h (default: no hours published) | FX GBP 1.349718203474522107954215327 USD @2026-09-03 | = 747.54 USD/h,32.5,default,high,true,agree,PASS,,include,,,"£18,000/month",https://www.rossboardman.com/pricing,https://www.rossboardman.com/pricing,2026-09-01
heyshepherd.com,HeyShepherd,CPO,US,Day,USD,per_day,1500,2500,midpoint,2000,250.00,"midpoint(1500,2500)=2000 USD | per_day / 8h (declared 8-hour day) | FX USD 1 USD @2026-09-03 | = 250.00 USD/h",,,high,true,agree,PASS,,include,,,"$1,500-$2,500/day",https://www.heyshepherd.com/explore/fractional-roles/fractional-chief-product-officer-cpo,https://www.heyshepherd.com/explore/fractional-roles/fractional-chief-product-officer-cpo,2026-09-01
digitalauthority.me,Digital Authority Partners,CPO,US,Hourly,USD,per_hour,300,500,midpoint,400,400.00,"midpoint(300,500)=400 USD | per_hour as captured | FX USD 1 USD @2026-09-03 | = 400.00 USD/h",,,low,false,single,REJECT,not_own_price,include,,,$300 to $500 per hour,https://www.digitalauthority.me/fractional-executive-services/,https://www.digitalauthority.me/fractional-executive-services/,2026-08-31
acceleratingproduct.com,Accelerating Product,CPO,US,Monthly,USD,per_month,1600,,published,1600,49.23,published(1600) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 49.23 USD/h,32.5,default,low,false,disagree:7offers,REJECT,not_own_price,include,,,$1600 / month,https://www.acceleratingproduct.com/services/coaching-2,https://www.acceleratingproduct.com/services/consultingfractional,2026-08-31
breakwaterdigital.co,Breakwater Digital,CPO,US,Monthly,USD,per_month,4000,,published,4000,123.08,published(4000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 123.08 USD/h,32.5,default,low,false,disagree:3offers,REJECT,not_own_price,include,,,$4K+/month retainer for ongoing AI ops,https://breakwaterdigital.co/services/ai-consultant-los-angeles,https://breakwaterdigital.co/services/fractional-cpo,2026-08-31
chameleoncollective.com,Chameleon Collective,CPO,US,Monthly,USD,per_month,25000,50000,midpoint,37500,1153.85,"midpoint(25000,50000)=37500 USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 1153.85 USD/h",32.5,default,high,true,agree,PASS,,include,,,$25K-$50K per month,https://chameleoncollective.com/skill/fractional-cpo-chief-product-officer/,https://chameleoncollective.com/skill/fractional-cpo-chief-product-officer/,2026-08-31
fractionalcxo.to,FractionalCXO.to,CPO,US,Monthly,USD,per_month,7000,16000,midpoint,11500,353.85,"midpoint(7000,16000)=11500 USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 353.85 USD/h",32.5,default,high,true,agree,PASS,,include,,,$7K-$16K monthly retainer range,https://fractionalcxo.to/fractional-cpo,https://fractionalcxo.to/fractional-cpo,2026-09-01
fractionalleader.io,FractionalLeader,CPO,US,Monthly,USD,per_month,8000,18000,midpoint,13000,200.00,"midpoint(8000,18000)=13000 USD | per_month / 65h (declared: declared:hours_per_week 10-20 midpoint 15) | FX USD 1 USD @2026-09-03 | = 200.00 USD/h",65,declared,medium,false,agree,REJECT,not_own_price,include,,,$8k-$18k/mo,https://fractionalleader.io/,https://fractionalleader.io/,2026-09-01
gofractional.com,Go Fractional,CPO,US,Monthly,USD,per_month,5000,,published,5000,153.85,published(5000) USD | per_month / 32.5h (declared: declared:hours_per_week 5-10 midpoint 7.5) | FX USD 1 USD @2026-09-03 | = 153.85 USD/h,32.5,declared,low,false,disagree:1offers,REJECT,not_own_price,include,,,"$5,000 /month",https://www.gofractional.com/hire/fractional-cpo,https://www.gofractional.com/hire/fractional-cpo,2026-09-01
gofractional.com,Go Fractional,CPO,US,Monthly,USD,per_month,24000,,published,24000,738.46,published(24000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 738.46 USD/h,32.5,default,low,false,disagree:1offers,REJECT,not_own_price,include,,,"$24,000 /month",https://www.gofractional.com/hire/fractional-cpo,https://www.gofractional.com/hire/fractional-cpo,2026-09-01
growthexpert.io,GrowthExpert,CPO,US,Monthly,USD,per_month,3000,,published,3000,92.31,published(3000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 92.31 USD/h,32.5,default,low,false,disagree:7offers,REJECT,not_own_price,include,,,$3000 /mo,https://growthexpert.io/fractional-chief-product-officers/,https://growthexpert.io/fractional-chief-product-officers/,2026-09-01
growthexpert.io,GrowthExpert,CPO,US,Monthly,USD,per_month,1200,,published,1200,36.92,published(1200) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 36.92 USD/h,32.5,default,low,false,disagree:7offers,REJECT,not_own_price,include,,,$1200 /mo,https://growthexpert.io/fractional-chief-product-officers/,https://growthexpert.io/fractional-chief-product-officers/,2026-09-01
growthexpert.io,GrowthExpert,CPO,US,Monthly,USD,per_month,1000,,published,1000,30.77,published(1000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 30.77 USD/h,32.5,default,low,false,disagree:7offers,REJECT,not_own_price,include,,,$1000 /mo,https://growthexpert.io/fractional-chief-product-officers/,https://growthexpert.io/fractional-chief-product-officers/,2026-09-01
growthexpert.io,GrowthExpert,CPO,US,Monthly,USD,per_month,2950,,published,2950,90.77,published(2950) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 90.77 USD/h,32.5,default,low,false,disagree:7offers,REJECT,not_own_price,include,,,$2950 /mo,https://growthexpert.io/fractional-chief-product-officers/,https://growthexpert.io/fractional-chief-product-officers/,2026-09-01
growthexpert.io,GrowthExpert,CPO,US,Monthly,USD,per_month,2000,,published,2000,61.54,published(2000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 61.54 USD/h,32.5,default,low,false,disagree:7offers,REJECT,not_own_price,include,,,$2000 /mo,https://growthexpert.io/fractional-chief-product-officers/,https://growthexpert.io/fractional-chief-product-officers/,2026-09-01
growthexpert.io,GrowthExpert,CPO,US,Monthly,USD,per_month,1250,,published,1250,38.46,published(1250) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 38.46 USD/h,32.5,default,low,false,disagree:7offers,REJECT,not_own_price,include,,,$1250 /mo,https://growthexpert.io/fractional-chief-product-officers/,https://growthexpert.io/fractional-chief-product-officers/,2026-09-01
growthexpert.io,GrowthExpert,CPO,US,Monthly,USD,per_month,3200,,published,3200,98.46,published(3200) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 98.46 USD/h,32.5,default,low,false,disagree:7offers,REJECT,not_own_price,include,,,$3200 /mo,https://growthexpert.io/fractional-chief-product-officers/,https://growthexpert.io/fractional-chief-product-officers/,2026-09-01
headforproduct.com,Head for Product,CPO,US,Monthly,USD,per_month,3000,,published,3000,92.31,published(3000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 92.31 USD/h,32.5,default,low,false,disagree:4offers,REJECT,not_own_price,include,,,On-going costs start at $3000 a month with a recommended minimum of 3 months.,https://www.headforproduct.com/services/fractional,https://www.headforproduct.com/services/fractional,2026-09-01
impekable.com,Impekable,CPO,US,Monthly,USD,per_month,4000,12000,midpoint,8000,246.15,"midpoint(4000,12000)=8000 USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 246.15 USD/h",32.5,default,low,false,disagree:2offers,REJECT,not_own_price,include,,,"Monthly retainers often range from $4,000 to $12,000+",https://www.impekable.com/services/fractional-cpo-services/,https://www.impekable.com/services/fractional-cpo-services/,2026-09-01
purplebrains.com,Purple Brains,CPO,US,Monthly,USD,per_month,2000,,published,2000,61.54,published(2000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 61.54 USD/h,32.5,default,medium,true,single,REJECT,not_own_price,include,,,"Strategic Guidance at $2,000/month, In-Depth Analysis at $3,500/month, or Full Hands-On",https://www.purplebrains.com/,https://www.purplebrains.com/,2026-09-01
purplebrains.com,Purple Brains,CPO,US,Monthly,USD,per_month,3500,,published,3500,107.69,published(3500) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 107.69 USD/h,32.5,default,medium,true,single,REJECT,not_own_price,include,,,"In-Depth Analysis at $3,500/month, or Full Hands-On Product Management at $6,000/month",https://www.purplebrains.com/,https://www.purplebrains.com/,2026-09-01
purplebrains.com,Purple Brains,CPO,US,Monthly,USD,per_month,6000,,published,6000,184.62,published(6000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 184.62 USD/h,32.5,default,medium,true,single,REJECT,not_own_price,include,,,"Full Hands-On Product Management at $6,000/month. Contact Us Have questions or ready to start a projec",https://www.purplebrains.com/,https://www.purplebrains.com/,2026-09-01
saasfractionalcpo.com,SaaS Fractional CPO (Sivan Kadosh),CPO,US,Monthly,USD,per_month,8000,,published,8000,355.56,published(8000) USD | per_month / 22.5h (declared: declared:hours_per_month 20-25 midpoint 22.5) | FX USD 1 USD @2026-09-03 | = 355.56 USD/h,22.5,declared,high,true,agree,PASS,,include,,,"$8,000 /mo",https://saasfractionalcpo.com/,https://saasfractionalcpo.com/,2026-09-02
saasfractionalcpo.com,SaaS Fractional CPO (Sivan Kadosh),CPO,US,Monthly,USD,per_month,15000,,published,15000,461.54,published(15000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 461.54 USD/h,32.5,default,high,true,agree,PASS,,include,,,"$15,000 /mo",https://saasfractionalcpo.com/,https://saasfractionalcpo.com/,2026-09-02
summitproductpartners.com,Summit Product Partners,CPO,US,Monthly,USD,per_month,6000,,published,6000,184.62,published(6000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 184.62 USD/h,32.5,default,medium,false,agree,REJECT,not_own_price,include,,,$6K Per Month,https://www.summitproductpartners.com/,https://www.summitproductpartners.com/,2026-09-01
thefractionalproductmanager.com,The Fractional Product Manager,CPO,US,Monthly,USD,per_month,7999,,published,7999,184.59,published(7999) USD | per_month / 43.33h (declared: declared:hours_per_week 10) | FX USD 1 USD @2026-09-03 | = 184.59 USD/h,43.33,declared,low,false,disagree:1offers,REJECT,not_own_price,include,,,"$7,999 / month",https://thefractionalproductmanager.com/,https://thefractionalproductmanager.com/,2026-09-01
thefractionalproductmanager.com,The Fractional Product Manager,CPO,US,Monthly,USD,per_month,15999,,published,15999,184.60,published(15999) USD | per_month / 86.67h (declared: declared:hours_per_week 20) | FX USD 1 USD @2026-09-03 | = 184.60 USD/h,86.67,declared,low,false,disagree:1offers,REJECT,not_own_price,include,,,"$15,999 / month",https://thefractionalproductmanager.com/,https://thefractionalproductmanager.com/,2026-09-01
unfys.com,UNFYS,CRO,UK,Monthly,GBP,per_month,10000,,published,10000,415.30,published(10000) GBP | per_month / 32.5h (default: no hours published) | FX GBP 1.349718203474522107954215327 USD @2026-09-03 | = 415.30 USD/h,32.5,default,low,false,disagree:1offers,REJECT,not_own_price,include,,,"From £10,000/mo monthly retainer",https://unfys.com/pricing/,https://unfys.com/pricing/,2026-09-01
unfys.com,UNFYS,CRO,UK,Monthly,GBP,per_month,4000,,published,4000,166.12,published(4000) GBP | per_month / 32.5h (default: no hours published) | FX GBP 1.349718203474522107954215327 USD @2026-09-03 | = 166.12 USD/h,32.5,default,low,false,disagree:1offers,REJECT,not_own_price,include,,,"From £4,000/mo monthly retainer",https://unfys.com/pricing/,https://unfys.com/pricing/,2026-09-01
unfys.com,UNFYS,CRO,UK,Monthly,GBP,per_month,1000,,published,1000,41.53,published(1000) GBP | per_month / 32.5h (default: no hours published) | FX GBP 1.349718203474522107954215327 USD @2026-09-03 | = 41.53 USD/h,32.5,default,low,false,disagree:1offers,REJECT,not_own_price,include,,,"From £1,000/mo monthly retainer",https://unfys.com/pricing/,https://unfys.com/pricing/,2026-09-01
reptile.haus,REPTILE.HAUS,CTO,EU,Hourly,EUR,per_hour,150,,published,150,174.23,published(150) EUR | per_hour as captured | FX EUR 1.1615 USD @2026-09-03 | = 174.23 USD/h,,,high,true,agree,PASS,,include,,,€150 /hour,https://reptile.haus/services/tech-leadership-service/,https://reptile.haus/services/tech-leadership-service/,2026-09-01
exxan.nl,Exxan,CTO,EU,Monthly,EUR,per_month,8000,,published,8000,285.91,published(8000) EUR | per_month / 32.5h (default: no hours published) | FX EUR 1.1615 USD @2026-09-03 | = 285.91 USD/h,32.5,default,high,true,agree,PASS,,include,NL,cctld,"Fractional CTO engagements start at €8,000/month",https://exxan.nl/en/fractional-cto,https://exxan.nl/en/fractional-cto,2026-08-31
marian.coach,Marian Kamenistak,CTO,EU,Monthly,EUR,per_month,790,,published,790,28.23,published(790) EUR | per_month / 32.5h (default: no hours published) | FX EUR 1.1615 USD @2026-09-03 | = 28.23 USD/h,32.5,default,low,false,disagree:2offers,REJECT,not_own_price,include,,,790 EUR per month,https://www.marian.coach/pricing/,https://www.marian.coach/fractional-cto,2026-09-01
reptile.haus,REPTILE.HAUS,CTO,EU,Monthly,EUR,per_month,3000,5000,midpoint,4000,142.95,"midpoint(3000,5000)=4000 EUR | per_month / 32.5h (default: no hours published) | FX EUR 1.1615 USD @2026-09-03 | = 142.95 USD/h",32.5,default,high,true,agree,PASS,,include,,,"€3,000 - €5,000 /month",https://reptile.haus/services/tech-leadership-service/,https://reptile.haus/services/tech-leadership-service/,2026-09-01
